item,itemLabel,startDate,endDate
Q12058953,Tibor Šagát,1998-10-30,2000-07-10
Q12049695,Roman Kováč,2000-07-10,2002-10-15
Q3446761,Rudolf Zajac,2002-10-16,2006-07-04
Q352043,Ivan Valentovič,2006-07-04,2008-06-03
Q3431152,Richard Raši,2008-06-03,2010-07-08
Q680582,Ivan Uhliarik,2010-07-09,2012-04-03
Q8075486,Zuzana Zvolenská,2012-04-04,2014-11-06
Q18552949,Viliam Čislák,2014-11-06,2016-03-23
Q26250908,Tomáš Drucker,2016-03-23,2018-03-22
Q50827906,Andrea Kalavská,2018-03-22,2019-12-17
Q17330556,Peter Pellegrini,2019-12-17,2020-03-21
Q26198001,Marek Krajčí,2020-03-21,2021-03-12
Q46227987,Eduard Heger,2021-03-12,2021-03-31
Q85421835,Vladimír Lengvarský,2021-04-01,
