@@,item,itemlabel,startdate,enddate
---,Q1374505,Pavol Paška,2006-06-17,2010-06-11
+++,Q1374505,Pavol Paška,2006-07-04,2010-07-08
->,Q1374505,Pavol Paška,2012-04-04,2014-11-24->2014-11-17
->,Q17330556,Peter Pellegrini,2014-11-25->2014-11-17,2016-03-23
